CandidateDiseaseCode,CandidateDiseaseNameEn,CandidateDiseaseNameVi,SuggestedGroupCode,MatchedKeyword,EvidenceField,EvidenceCount,SampleDrugNames,EvidenceSnippet,Action
CAND-DIS-0050,Liver Failure Is Higher,,OTHER,Liver Failure Is Higher,SideEffectsWarnings,3,OXYCODONE AND ACETAMINOPHEN (Oxycodone and Acetaminophen); ACETAMINOPHEN AND CODEINE PHOSPHATE (Acetaminophen and Codeine Phosphate); HYDROCODONE BITARTRATE AND ACETAMINOPHEN (Hydrocodone Bitartrate and Acetaminophen),phen may be intentional to cause self-harm or unintentional as patients attempt to obtain more pain relief or unknowingly take other acetaminophen-containing products. The risk of acute liver failure is higher in individuals with underlying liver disease and in individuals who ingest alcohol while taking acetaminophen. Instruct patients to look for acetaminophen or APAP on package labels and not to use more than one product that contains acetaminoph || phen may be intentional to cause self-harm or unintentional as patients attempt to obtain more pain relief or unknowingly take other acetaminophen-containing products. The risk of acute liver failure is higher in individuals with underlying liver disease and in individuals who ingest alcohol while taking acetaminophen. Instruct patients to look for acetaminophen or APAP on package labels and not to use more than one product that contains acetaminoph || phen may be intentional to cause self-harm or unintentional as patients attempt to obt,NEED_REVIEW
CAND-DIS-0051,Maternal Hypertension During Pregnancy Is Important,,CARDIO,Maternal Hypertension During Pregnancy Is Important,SideEffectsWarnings,3,LISINOPRIL AND HYDROCHLOROTHIAZIDE TABLETS (Lisinopril and Hydrochlorothiazide); LISINOPRIL AND HYDROCHLOROTHIAZIDE (Lisinopril and Hydrochlorothiazide); TRANDOLAPRIL (Trandolapril),"re to antihypertensive use in the first trimester have not distinguished drugs affecting the renin-angiotensin system from other antihypertensive agents. Appropriate management of maternal hypertension during pregnancy is important to optimize outcomes for both mother and fetus. In the unusual case that there is no appropriate alternative therapy to drugs affecting the renin-angiotensin system for a particular patient, apprise the mother of the potential || re to antihypertensive use in the first trimester have not distinguished drugs affecting the renin-angiotensin system from other antihypertensive agents. Appropriate management of maternal hypertension during pregnancy is important to optimize outcomes for both mother and fetus. In the unusual case that there is no appropriate alternative therapy to drugs affecting the renin-angiotensin system for a particular patient, apprise the mother of the potential || re to antihypertensive use in the first trimester have not distinguished dru",NEED_REVIEW
CAND-DIS-0052,Opioid Use Disorder,,OTHER,Opioid Use Disorder,SideEffectsWarnings,3,PENTAZOCINE HYDROCHLORIDE AND NALOXONE HYDROCHLORIDE (PENTAZOCINE HYDROCHLORIDE AND NALOXONE HYDROCHLORIDE); ACETAMINOPHEN AND CODEINE PHOSPHATE (Acetaminophen and Codeine Phosphate); HYDROCODONE BITARTRATE AND ACETAMINOPHEN (Hydrocodone Bitartrate and Acetaminophen),"e importance of having access to an opioid overdose reversal agent, especially if the patient has risk factors for overdose (e.g., concomitant use of CNS depressants, a history of opioid use disorder, or prior opioid overdose) or if there are household members (including children) or other close contacts at risk for accidental ingestion or opioid overdose. The presence of risk factors for overdose should not prevent the management of pain in any patient [see WARNINGS]. Discuss the options for ob || e importance of having access to an opioid overdose reversal agent, especially if the patient has risk factors for overdose (e.g., concomitant use of CNS depressants, a history of opioid use disorder, or prior opioid overdose) or if there are household members (including children) or other close contacts at risk for accidental ingestion or opioid overdose. The presence of risk factors for overdose should not prevent the management of pain in any patient [see WARNINGS ]. Discuss the options f",NEED_REVIEW
CAND-DIS-0053,or Severe Bronchial Asthma,,RESPIRATORY,or Severe Bronchial Asthma,SideEffectsWarnings,3,PENTAZOCINE HYDROCHLORIDE AND NALOXONE HYDROCHLORIDE (PENTAZOCINE HYDROCHLORIDE AND NALOXONE HYDROCHLORIDE); ACETAMINOPHEN AND CODEINE PHOSPHATE (Acetaminophen and Codeine Phosphate); HYDROCODONE BITARTRATE AND ACETAMINOPHEN (Hydrocodone Bitartrate and Acetaminophen),"ng Respiratory Depression in Patients with Chronic Pulmonary Disease or in Elderly, Cachectic, or Debilitated Patients The use of Pentazocine and Naloxone Tablets in patients with acute or severe bronchial asthma in an unmonitored setting or in the absence of resuscitative equipment is contraindicated. Patients with Chronic Pulmonary Disease: Pentazocine and naloxone-treated patients with significant chronic obstructive pulmonary disease or cor pulmonale, and those with a subst || ratory Depression in Patients with Chronic Pulmonary Disease or Elderly, Cachectic, or Debilitated Patients The use of acetaminophen and codeine phosphate tablets in patients with acute or severe bronchial asthma in an unmonitored setting or in the absence of resuscitative equipment is contraindicated. Patients with Chronic Pulmonary Disease Acetaminophen and codeine phosphate tablets-treated patients with significant chronic obstructive pulmonary disease or cor pulmonale, and || epression in Patients with Ch",NEED_REVIEW
CAND-DIS-0054,Ovarian Cancer,,CANCER,Ovarian Cancer,KnownIndications; SideEffectsWarnings,3,ESTRADIOL (Estradiol Vaginal); RUCAPARIB (Rubraca),"ed on patient age, risk factors, and prior mammogram results. c. Ovarian Cancer The WHI estrogen plus progestin substudy reported a statistically non-significant increased risk of ovarian cancer. After an average follow-up of 5.6 years, the relative risk for ovarian cancer for CE plus MPA versus placebo was 1.58 (95 percent CI, 0.77-3.24). The absolute risk for CE plus MP || ed on patient age, risk factors, and prior mammogram results. c. Ovarian Cancer The WHI estrogen plus progestin substudy reported a statistically non-significant increased risk of ovarian cancer. After an average follow-up of 5.6 years, the relative risk for ovarian cancer for CE plus MPA versus placebo was 1.58 (95 percent CI, 0.77-3.24). The absolute risk for CE plus MP || and the elevated risk was significant for both estrogen-alone and estrogen plus progestin products. The exact duration of hormone therapy use associated with an increased risk of ovarian cancer, however, is unknown. 3. Probable Dementia In the ",NEED_REVIEW
CAND-DIS-0055,Patients with Significant Respiratory Depression See Warnings,,RESPIRATORY,Patients with Significant Respiratory Depression See Warnings,ContraindicationsInteractions,3,TRAMADOL HYDROCHLORIDE (TRAMADOL HYDROCHLORIDE); CODEINE SULFATE (Codeine sulfate); OXYCODONE HYDROCHLORIDE (Oxycodone Hydrochloride),han 18 years of age following tonsillectomy and/or adenoidectomy [see Warnings and Precautions (5.4)] . Tramadol hydrochloride extended-release tablets are also contraindicated in patients with: Significant respiratory depression [see Warnings and Precautions (5.3)] Acute or severe bronchial asthma in an unmonitored setting or in the absence of resuscitative equipment [see Warnings and Precautions (5.12)] Known or suspected gastrointestin || in children younger than 18 years of age following tonsillectomy and/or adenoidectomy [see Warnings and Precautions ( 5.6 )] . Codeine Sulfate Tablets are also contraindicated in patients with: • Significant respiratory depression [see Warnings and Precautions ( 5.2 )]. • Acute or severe bronchial asthma in an unmonitored setting or in the absence of resuscitative equipment [see Warnings and Precautions ( 5.9 )]. • Concurrent use of monoami || 4 CONTRAINDICATIONS Oxycodone hydrochloride is contraindicated in patients with: Significant respiratory d,NEED_REVIEW
CAND-DIS-0056,Primary Peritoneal Cancer,,CANCER,Primary Peritoneal Cancer,KnownIndications; SideEffectsWarnings,3,MIRVETUXIMAB SORAVTANSINE (ELAHERE); RUCAPARIB (Rubraca),"1 INDICATIONS AND USAGE ELAHERE ® is indicated for the treatment of adult patients with folate receptor-alpha (FRα) positive, platinum-resistant epithelial ovarian, fallopian tube, or primary peritoneal cancer, who have received one to three prior systemic treatment regimens. Select patients for therapy based on an FDA-approved test [see Dosage and Administration ( 2.1 )]. ELAHERE is a f || based on an FDA-approved test [see Dosage and Administration ( 2.1 )]. ELAHERE is a folate receptor alpha (FRα)-directed antibody and microtubule inhibitor conjugate indicated for the treatment of adult patients with FRα positive, platinum-resistant epithelial ovarian, fallopian tube, or primary peritoneal cancer, who have received one to three prior systemic treatment regimens. Select patients for therapy based on an FDA-approved test. ( 1 , 2.1 ) || actions and laboratory abnormalities, respectively, occurring in ≥10% of patients who received ELAHERE in Study 0416. Table 4: Adverse Reactions Occur",NEED_REVIEW
CAND-DIS-0057,Pulmonary Arterial Hypertension,,CARDIO,Pulmonary Arterial Hypertension,SideEffectsWarnings,3,SILDENAFIL CITRATE (SILDENAFIL CITRATE); EVEROLIMUS (Everolimus); DASATINIB (Dasatinib),"ions (5.1) and Patient Counseling Information (17) ]. Hemic and Lymphatic: vaso-occlusive crisis: In a small, prematurely terminated study of REVATIO (sildenafil) in patients with pulmonary arterial hypertension (PAH) secondary to sickle cell disease, vaso-occlusive crises requiring hospitalization were more commonly reported in patients who received sildenafil than in those randomized to || l relationship to drug exposure: Blood and lymphatic disorders: Thrombotic microangiopathy Cardiac: Cardiac failure with some cases reported with pulmonary hypertension (including pulmonary arterial hypertension) as a secondary event Gastrointestinal: Acute pancreatitis Hepatobiliary: Cholecystitis and cholelithiasis Infections: Sepsis and septic shock Nervous system: Reflex sympathetic d || elated events [see Warnings and Precautions (5.2) ] . • Fluid retention [see Warnings and Precautions (5.3) ] . • Cardiovascular toxicity [see Warnings and Precautions (5.4) ] . • Pulmonary arterial hypertensio",NEED_REVIEW
CAND-DIS-0058,Renal Cell Carcinoma,,CANCER,Renal Cell Carcinoma,KnownIndications; SideEffectsWarnings,3,EVEROLIMUS (Everolimus); CYCLOPHOSPHAMIDE (CYCLOPHOSPHAMIDE),"cally advanced or metastatic. Limitations of Use: Everolimus tablets are not indicated for the treatment of patients with functional carcinoid tumors. ( 1.2 ) Adults with advanced renal cell carcinoma (RCC) after failure of treatment with sunitinib or sorafenib. ( 1.3 ) Adults with renal angiomyolipoma and tuberous sclerosis complex (TSC), not requiring immediate surgery. ( 1.4 || or metastatic disease. Limitations of Use: Everolimus tablets are not indicated for the treatment of patients with functional carcinoid tumors [see Clinical Studies (14.2) ]. 1.3 Renal Cell Carcinoma (RCC) Everolimus tablets are indicated for the treatment of adult patients with advanced RCC after failure of treatment with sunitinib or sorafenib. 1.4 Tuberous Sclerosis Complex || sed AST 57 2 34 2 Hyperglycemia (fasting) 55 6 36 1 Increased ALT 46 5 39 1 Hypophosphatemia 43 4 15 2 Hypertriglyceridemia 30 3 8 1 Hypokalemia 27 6 12 3 Hypoalbuminemia 18 0 8 0 Renal Cell Carcinoma (RCC) The data described below r",NEED_REVIEW
CAND-DIS-0059,Renal Disease Should Be Considered,,UROLOGY,Renal Disease Should Be Considered,SideEffectsWarnings,3,LISINOPRIL AND HYDROCHLOROTHIAZIDE TABLETS (Lisinopril and Hydrochlorothiazide); LISINOPRIL AND HYDROCHLOROTHIAZIDE (Lisinopril and Hydrochlorothiazide); TRANDOLAPRIL (Trandolapril),"re cases of neutropenia and bone marrow depression in which a causal relationship to lisinopril cannot be excluded. Periodic monitoring of white blood cell counts in patients with collagen vascular disease and renal disease should be considered. Hepatic Failure Rarely, ACE inhibitors have been associated with a syndrome that starts with cholestatic jaundice or hepatitis and progresses to fulminant hepatic necrosis, and ( || leukopenia/neutropenia and bone marrow depression in which a causal relationship to lisinopril cannot be excluded. Periodic monitoring of white blood cell counts in patients with collagen vascular disease and renal disease should be considered. Hepatic Failure: Rarely, ACE inhibitors have been associated with a syndrome that starts with cholestatic jaundice or hepatitis and progresses to fulminant hepatic necrosis and ( || sufficient to show that trandolapril does not cause agranulocytosis at similar rates. As with other ACE inhibitors, periodic monitoring of white ",NEED_REVIEW
CAND-DIS-0060,Renal Disease Thiazides May Precipitate Azotemia,,UROLOGY,Renal Disease Thiazides May Precipitate Azotemia,SideEffectsWarnings,3,LISINOPRIL AND HYDROCHLOROTHIAZIDE TABLETS (Lisinopril and Hydrochlorothiazide); LISINOPRIL AND HYDROCHLOROTHIAZIDE (Lisinopril and Hydrochlorothiazide); HYDROCHLOROTHIAZIDE (Hydrochlorothiazide),"should discontinue the ACE inhibitor and receive appropriate medical follow-up. Hydrochlorothiazide Thiazides should be used with caution in severe renal disease. In patients with renal disease, thiazides may precipitate azotemia. Cumulative effects of the drug may develop in patients with impaired renal function. Thiazides should be used with caution in patients with impaired hepatic function or progressi || ombocytopenia, and possibly other adverse reactions have occurred in the adult. Hydrochlorothiazide Thiazides should be used with caution in severe renal disease. In patients with renal disease, thiazides may precipitate azotemia. Cumulative effects of the drug may develop in patients with impaired renal function. Thiazides should be used with caution in patients with impaired hepatic function or progressi || or FDA at 1-800-FDA-1088 or http://www.fda.gov/medwatch for voluntary reporting of adverse reactions. Warnings: WARNINGS Use with caution in severe renal disease. In patients",NEED_REVIEW
CAND-DIS-0061,Respiratory Depression May Include Close Observation,,RESPIRATORY,Respiratory Depression May Include Close Observation,SideEffectsWarnings,3,PENTAZOCINE HYDROCHLORIDE AND NALOXONE HYDROCHLORIDE (PENTAZOCINE HYDROCHLORIDE AND NALOXONE HYDROCHLORIDE); ACETAMINOPHEN AND CODEINE PHOSPHATE (Acetaminophen and Codeine Phosphate); HYDROCODONE BITARTRATE AND ACETAMINOPHEN (Hydrocodone Bitartrate and Acetaminophen),"with the use of opioids, even when used as recommended. Respiratory depression, if not immediately recognized and treated, may lead to respiratory arrest and death. Management of respiratory depression may include close observation, supportive measures, and use of opioid antagonists, depending on the patient's clinical status [see OVERDOSAGE ]. Carbon dioxide (CO 2 ) retention from opioid-induced respiratory depression can exacerbate the sedating effects of opioids. While serious, life-threateni || with the use of opioids, even when used as recommended. Respiratory depression, if not immediately recognized and treated, may lead to respiratory arrest and death. Management of respiratory depression may include close observation, supportive measures, and use of opioid overdose reversal agents, depending on the patient’s clinical status [ see OVERDOSAGE ]. Carbon dioxide (CO2) retention from opioid-induced respiratory depression can exacerbate the sedating effects of opioids. While serious",NEED_REVIEW
CAND-DIS-0062,Serotonin Syndrome See Warnings and Precautions 5,,OTHER,Serotonin Syndrome See Warnings and Precautions 5,ContraindicationsInteractions,3,ZIPRASIDONE (ziprasidone); TRAZODONE HYDROCHLORIDE (Trazodone Hydrochloride); CITALOPRAM HYDROBROMIDE (Citalopram),"rasidone is contraindicated in patients taking, or within 14 days of stopping, MAOIs (including the MAOIs linezolid and intravenous methylene blue) because of an increased risk of serotonin syndrome [see Warnings and Precautions (5.4) , Drug Interaction (7.3) ]. || ients taking, or within 14 days of stopping, monoamine oxidase inhibitors (MAOIs), including MAOIs such as linezolid or intravenous methylene blue, because of an increased risk of serotonin syndrome [see Warnings and Precautions ( 5.2 ), Drug Interactions ( 7.1 )]. || ets are contraindicated in patients: taking, or within 14 days of stopping, MAOIs (including MAOIs such as linezolid or intravenous methylene blue) because of an increased risk of serotonin syndrome [see Warnings and Precautions (5.3) , Drug Interactions (7) ] . taking pimozide because of risk of QT prolongation [see Drug Interactions (7) ] . with known hypersensitivity to citalopram or any of the inactive i",NEED_REVIEW
CAND-DIS-0063,Treatment of Hypertension,,CARDIO,Treatment of Hypertension,KnownIndications,3,METOPROLOL TARTRATE (Metoprolol Tartrate); METOPROLOL SUCCINATE ER TABLETS (Metoprolol Succinate); METOPROLOL SUCCINATE (Metoprolol Succinate),"1 INDICATIONS AND USAGE Metoprolol tartrate tablets are a beta-adrenergic blocker indicated for the treatment of: Hypertension, to lower blood pressure. Lowering blood pressure reduces the risk of fatal and non-fatal cardiovascular events, primarily strokes and myocardial infarctions. ( 1.1 ) Angina Pectoris. ( 1.2 ) Myocardial I || 1 INDICATIONS AND USAGE Metoprolol tartrate tablets are a beta-adrenergic blocker indicated for the treatment of: Hypertension, to lower blood pressure. Lowering blood pressure reduces the risk of fatal and non-fatal cardiovascular events, primarily strokes and myocardial infarctions. ( 1.1 ) Angina Pectoris. ( 1.2 ) Myocardial I || 1 INDICATIONS AND USAGE Metoprolol succinate, is a beta-adrenergic blocker indicated for the treatment of: • Hypertension, to lower blood pressure. Lowering blood pressure reduces the risk of fatal and non-fatal cardiovascular events, primarily strokes and myocardial infarctions. ( 1.1 ) • Angina Pectoris. ( 1.2 ) • Heart Fa",NEED_REVIEW
CAND-DIS-0064,Worsening Heart Failure,,CARDIO,Worsening Heart Failure,SideEffectsWarnings,3,ETODOLAC (Etodolac); KETOROLAC TROMETHAMINE (Ketorolac Tromethamine); NABUMETONE (Nabumetone),"tensin receptor blockers (ARBs)] (see DRUG INTERACTIONS ). Avoid the use of etodolac in patients with severe heart failure unless the benefits are expected to outweigh the risk of worsening heart failure. If etodolac is used in patients with severe heart failure, monitor patients for signs of worsening heart failure. Gastrointestinal Effects - Risk of Ulceration, Bleeding, and Per || tensin receptor blockers (ARBs)] (see DRUG INTERACTIONS ). Avoid the use of etodolac in patients with severe heart failure unless the benefits are expected to outweigh the risk of worsening heart failure. If etodolac is used in patients with severe heart failure, monitor patients for signs of worsening heart failure. Gastrointestinal Effects - Risk of Ulceration, Bleeding, and Per || or blockers (ARBs) (see DRUG INTERACTIONS ). Avoid the use of ketorolac tromethamine in patients with severe heart failure unless the benefits are expected to outweigh the risk of worsening heart failure. If ketorolac trometha",NEED_REVIEW
CAND-DIS-0065,Advanced Parkinson's Disease Treated,,NEURO,Advanced Parkinson's Disease Treated,SideEffectsWarnings,2,PRAMIPEXOLE DIHYDROCHLORIDE (Pramipexole dihydrochloride); ROPINIROLE HYDROCHLORIDE (ROPINIROLE HYDROCHLORIDE),"t occurred with a frequency of at least 2% with pramipexole dihydrochloride extended-release and were more frequent than with placebo during 18 weeks of treatment in patients with advanced Parkinson’s disease treated with pramipexole dihydrochloride extended-release tablets. In this study, pramipexole dihydrochloride extended-release tablets, immediate-release pramipexole tablets, or placebo was administered to patients who were also receiving concom || t occurred with a frequency of at least 2% with pramipexole dihydrochloride extended-release and were more frequent than with placebo during 18 weeks of treatment in patients with advanced Parkinson’s disease treated with pramipexole dihydrochloride extended-release tablets. In this study, pramipexole dihydrochloride extended-release tablets, immediate-release pramipexole tablets, or placebo was administered to patients who were also receiving concom || eater than placebo) of sufficient severity to cause discontinuation was dizziness. T",NEED_REVIEW
CAND-DIS-0066,Advanced Renal Disease,,UROLOGY,Advanced Renal Disease,SideEffectsWarnings,2,ETODOLAC (Etodolac); NABUMETONE (Nabumetone),"d in patients with pre-existing kidney disease. Advanced Renal Disease No information is available from controlled clinical studies regarding the use of etodolac, in patients with advanced renal disease. Therefore, treatment with etodolac is not recommended in these patients with advanced renal disease. If etodolac therapy must be initiated, close monitoring of the patient's rena || d in patients with pre-existing kidney disease. Advanced Renal Disease No information is available from controlled clinical studies regarding the use of etodolac, in patients with advanced renal disease. Therefore, treatment with etodolac is not recommended in these patients with advanced renal disease. If etodolac therapy must be initiated, close monitoring of the patient's rena || om controlled clinical studies regarding the use of etodolac, in patients with advanced renal disease. Therefore, treatment with etodolac is not recommended in these patients with advanced renal disease. If etodolac therapy must",NEED_REVIEW
CAND-DIS-0067,Basilar Migraine,,NEURO,Basilar Migraine,ContraindicationsInteractions; KnownIndications,2,RIZATRIPTAN BENZOATE (MAXALT); SUMATRIPTAN (Sumatriptan),"st migraine attack treated with MAXALT, the diagnosis of migraine should be reconsidered before MAXALT is administered to treat any subsequent attacks. MAXALT is not indicated for use in the management of hemiplegic or basilar migraine [see Contraindications (4) ] . MAXALT is not indicated for the prevention of migraine attacks. Safety and effectiveness of MAXALT have not been established for cluster headache. MAXALT is a serotonin (5-HT) 1B || ons (5.1)]. • Wolff-Parkinson-White syndrome or arrhythmias associated with other cardiac accessory conduction pathway disorders [see Warnings and Precautions (5.2)]. • History of stroke or transient ischemic attack (TIA) or History of hemiplegic or basilar migraine because these patients are at a higher risk of stroke [see Warnings and Precautions (5.4)]. • Peripheral vascular disease [see Warnings and Precautions (5.5)]. • Ischemic bowel di",NEED_REVIEW
CAND-DIS-0068,Benign Gastric Ulcer,,DIGESTIVE,Benign Gastric Ulcer,KnownIndications,2,LANSOPRAZOLE (Lansoprazole); CIMETIDINE (CIMETIDINE),r in adults ( 1.1 ) Eradication of H. pylori to reduce the risk of duodenal ulcer recurrence in adults ( 1.2 ) Maintenance of healed duodenal ulcers in adults ( 1.3 ) Treatment of active benign gastric ulcer in adults ( 1.4 ) Healing of nonsteroidal anti-inflammatory drugs (NSAID)-associated gastric ulcer in adults ( 1.5 ) Risk reduction of NSAID-associated gastric ulcer in adults ( 1.6 ) Treatment || r in adults ( 1.1 ) Eradication of H. pylori to reduce the risk of duodenal ulcer recurrence in adults ( 1.2 ) Maintenance of healed duodenal ulcers in adults ( 1.3 ) Treatment of active benign gastric ulcer in adults ( 1.4 ) Healing of nonsteroidal anti-inflammatory drugs (NSAID)-associated gastric ulcer in adults ( 1.5 ) Risk reduction of NSAID-associated gastric ulcer in adults ( 1.6 ) Treatment || er healing of active ulcer. Patients have been maintained on continued treatment with cimetidine tablets 400 mg at bedtime for periods of up to 5 years. 3. Short-term treatment of active ben,NEED_REVIEW
CAND-DIS-0069,Bipolar Disorder Has Not Been Systematically Evaluated,,MENTAL,Bipolar Disorder Has Not Been Systematically Evaluated,KnownIndications,2,QUETIAPINE (Quetiapine); QUETIAPINE FUMARATE (Quetiapine fumarate),"an adjunct to lithium or divalproex. Efficacy was established in two maintenance trials in adults. The effectiveness of quetiapine as monotherapy for the maintenance treatment of bipolar disorder has not been systematically evaluated in controlled clinical trials [ see Clinical Studies (14.2) ]. 1.3 Special Considerations in Treating Pediatric Schizophrenia and Bipolar I Disorder Pediatric schizophrenia and bipolar I disorder are serious mental disorders, however, d || an adjunct to lithium or divalproex. Efficacy was established in two maintenance trials in adults. The effectiveness of quetiapine as monotherapy for the maintenance treatment of bipolar disorder has not been systematically evaluated in controlled clinical trials [ see Clinical Studies (14.2) ]. 1.3 Special Considerations in Treating Pediatric Schizophrenia and Bipolar I Disorder Pediatric schizophrenia and bipolar I disorder are serious mental disorders, however, d || nct to lithium or divalproex. Efficacy was establish",NEED_REVIEW
CAND-DIS-0070,Bipolar I Disorder,,MENTAL,Bipolar I Disorder,KnownIndications,2,LAMOTRIGINE (Lamotrigine); ZIPRASIDONE (ziprasidone),"are receiving treatment with carbamazepine, phenytoin, phenobarbital, primidone, or valproate as the single antiepileptic drug. ( 1.1 ) Bipolar disorder : Maintenance treatment of bipolar I disorder to delay the time to occurrence of mood episodes in patients treated for acute mood episodes with standard therapy. ( 1.2 ) Limitations of Use: Treatment of acute manic or mixed episodes is not recommended. Effectiveness of lamotrigine in the acute treatment of mood episodes has not been estab || are receiving treatment with carbamazepine, phenytoin, phenobarbital, primidone, or valproate as the single antiepileptic drug. ( 1.1 ) Bipolar disorder : Maintenance treatment of bipolar I disorder to delay the time to occurrence of mood episodes in patients treated for acute mood episodes with standard therapy. ( 1.2 ) Limitations of Use: Treatment of acute manic or mixed episodes is not recommended. Effectiveness of lamotrigine in the acute treatment of mood episodes has not been estab || multan",NEED_REVIEW
CAND-DIS-0071,Bipolar I Disorder As Adjunct Therapy,,MENTAL,Bipolar I Disorder As Adjunct Therapy,SideEffectsWarnings,2,QUETIAPINE (Quetiapine); QUETIAPINE FUMARATE (Quetiapine fumarate),"405 patients exposed to quetiapine for the treatment of acute bipolar mania (monotherapy and adjunct therapy), 646 patients exposed to quetiapine for the maintenance treatment of bipolar I disorder as adjunct therapy, and approximately 2600 patients and/or normal subjects exposed to 1 or more doses of quetiapine for the treatment of schizophrenia. Of these approximately 4,300 subjects, approximately 4,000 (2,300 in schizophrenia, 405 in acute bipolar mania, 698 in bipolar depression, and 646 for || 405 patients exposed to quetiapine for the treatment of acute bipolar mania (monotherapy and adjunct therapy), 646 patients exposed to quetiapine for the maintenance treatment of bipolar I disorder as adjunct therapy, and approximately 2600 patients and/or normal subjects exposed to 1 or more doses of quetiapine for the treatment of schizophrenia. Of these approximately 4,300 subjects, approximately 4000 (2300 in schizophrenia, 405 in acute bipolar mania, 698 in bipolar depression, and 646 f",NEED_REVIEW
CAND-DIS-0072,Bipolar I Disorder Is Indicated As Part,,MENTAL,Bipolar I Disorder Is Indicated As Part,KnownIndications,2,QUETIAPINE (Quetiapine); QUETIAPINE FUMARATE (Quetiapine fumarate),"nitiated only after a thorough diagnostic evaluation has been performed and careful consideration given to the risks associated with medication treatment. Medication treatment for both pediatric schizophrenia and bipolar I disorder is indicated as part of a total treatment program that often includes psychological, educational and social interventions. || nitiated only after a thorough diagnostic evaluation has been performed and careful consideration given to the risks associated with medication treatment. Medication treatment for both pediatric schizophrenia and bipolar I disorder is indicated as part of a total treatment program that often includes psychological, educational and social interventions.",NEED_REVIEW
CAND-DIS-0073,Bipolar I Disorder Were Patients,,MENTAL,Bipolar I Disorder Were Patients,SideEffectsWarnings,2,QUETIAPINE (Quetiapine); QUETIAPINE FUMARATE (Quetiapine fumarate),"Of these approximately 4,300 subjects, approximately 4,000 (2,300 in schizophrenia, 405 in acute bipolar mania, 698 in bipolar depression, and 646 for the maintenance treatment of bipolar I disorder) were patients who participated in multiple dose effectiveness trials, and their experience corresponded to approximately 2,400 patient-years. The conditions and duration of treatment with queti || Of these approximately 4,300 subjects, approximately 4,000 (2,300 in schizophrenia, 405 in acute bipolar mania, 698 in bipolar depression, and 646 for the maintenance treatment of bipolar I disorder) were patients who participated in multiple dose effectiveness trials, and their experience corresponded to approximately 2,400 patient-years. The conditions and duration of treatment with queti || . Of these approximately 4,300 subjects, approximately 4000 (2300 in schizophrenia, 405 in acute bipolar mania, 698 in bipolar depression, and 646 for the maintenance treatment of bipolar I disorder) were p",NEED_REVIEW
CAND-DIS-0074,Bipolar Ii Disorder See Clinical Studies 14,,MENTAL,Bipolar Ii Disorder See Clinical Studies 14,KnownIndications,2,QUETIAPINE (Quetiapine); QUETIAPINE FUMARATE (Quetiapine fumarate),"ed as monotherapy for the acute treatment of depressive episodes associated with bipolar disorder. Efficacy was established in two 8-week monotherapy trials in adult patients with bipolar I and bipolar II disorder [ see Clinical Studies (14.2) ]. Quetiapine is indicated for the maintenance treatment of bipolar I disorder, as an adjunct to lithium or divalproex. Efficacy was established in two maintenance trials in ad || ed as monotherapy for the acute treatment of depressive episodes associated with bipolar disorder. Efficacy was established in two 8-week monotherapy trials in adult patients with bipolar I and bipolar II disorder [see CLINICAL STUDIES ( 14.2 )]. Quetiapine tablets are indicated for the maintenance treatment of bipolar I disorder, as an adjunct to lithium or divalproex. Efficacy was established in two maintenance tri",NEED_REVIEW
CAND-DIS-0075,Bone Marrow Depression or,,MENTAL,Bone Marrow Depression or,SideEffectsWarnings,2,PROCHLORPERAZINE MALEATE (Prochlorperazine Maleate); CHLORPROMAZINE HYDROCHLORIDE (chlorpromazine hydrochloride),"xicity and treatment discontinued promptly if such signs appear. This encephalopathic syndrome may be similar to or the same as neuroleptic malignant syndrome (NMS). Patients with bone marrow depression or who have previously demonstrated a hypersensitivity reaction (e.g., blood dyscrasias, jaundice) with a phenothiazine should not receive any phenothiazine, including Prochlorperazi || xicity and treatment discontinued promptly if such signs appear. This encephalopathic syndrome may be similar to or the same as neuroleptic malignant syndrome (NMS). Patients with bone marrow depression or who have previously demonstrated a hypersensitivity reaction (e.g., blood dyscrasias, jaundice) with a phenothiazine should not receive any phenothiazine, including Prochlorperazi || xicity and treatment discontinued promptly if such signs appear. This encephalopathic syndrome may be similar to or the same as neuroleptic malignant syndrome (NMS). Patients with bone marrow depression or who have previou",NEED_REVIEW
CAND-DIS-0076,Cardiovascular Mortality and Heart Failure Hospitalizations,,CARDIO,Cardiovascular Mortality and Heart Failure Hospitalizations,KnownIndications,2,METOPROLOL SUCCINATE ER TABLETS (Metoprolol Succinate); METOPROLOL SUCCINATE (Metoprolol Succinate),"uces the risk of fatal and non-fatal cardiovascular events, primarily strokes and myocardial infarctions. ( 1.1 ) • Angina Pectoris. ( 1.2 ) • Heart Failure, to reduce the risk of cardiovascular mortality and heart failure hospitalizations in patients with heart failure ( 1.3 ) 1.1 Hypertension Metoprolol succinate extended-release tablets are indicated for the treatment of hypertension, to lower blood pressure. Lowering blood pressure lowers the ris || e reduces the risk of fatal and non-fatal cardiovascular events, primarily strokes and myocardial infarctions. (1.1) • Angina Pectoris (1.2) • Heart Failure, to reduce the risk of cardiovascular mortality and heart failure hospitalizations in patients with heart failure. (1.3) 1.1 Hypertension Metoprolol succinate extended-release tablets are indicated for the treatment of hypertension, to lower blood pressure. Lowering blood pressure lowers the",NEED_REVIEW
